Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure
BBC-EN-W15ML/5,BBC-EN-W15ML,DUSS-EBBCN15C-W,Intermediate,1.000000,Pc(s)
BBC-EN-W15ML/5,BBC-EN-W15ML,TUBE-EBBCN15-W2580,Packaging Material,1.000000,Set
BBC-EN-W15ML/5,BBC-EN-W15ML,KB-WBBC15-KMK150BF,Packaging Material,0.020830,Pc(s)
BBC-EN-W30ML/10,BBC-EN-W30ML,DUSS-EBBCN30C-W,Intermediate,1.000000,Pc(s)
BBC-EN-W30ML/10,BBC-EN-W30ML,TUBE-EBBCN30R3-W3095,Packaging Material,1.000000,Pc(s)
BBC-EN-W30ML/10,BBC-EN-W30ML,KB-WBBC30-KMK150BF,Packaging Material,0.027780,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,STIC-BSSTP1RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,STIC-BCSSTP01R1-MO,Packaging Material,1.000000,Pc(s)
B-PT01-MO35G/9,B-PT01-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,STIC-BCSSTP02R1-MO,Packaging Material,1.000000,Pc(s)
B-PT02-MO35G/9,B-PT02-MO35G,STIC-BSSTP2RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,STIC-BCSSTP03R1-MO,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,STIC-BSSTP3RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT03-MO35G/9,B-PT03-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,STIC-BSSTP4RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,STIC-BCSSTP04R1-MO,Packaging Material,1.000000,Pc(s)
B-PT04-MO35G/9,B-PT04-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,STIC-BCSSTP05R1-MO,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,STIC-BSSTP5RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT05-MO35G/8,B-PT05-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,STIC-BCSSTP06R1-MO,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,STIC-BSSTP6RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT06-MO35G/7,B-PT06-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,STIC-BCSSTP07R1-MO,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,DUS-SSTPR3-MO,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,CAP-CMOFP014-ASABS,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,PUFF-LPMOD58FP-PH,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,CONT-MOFP01R1AS-C2PP,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,SHIF-CMOFP014-PPN,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,STIC-BSSTP7RR2-MO,Packaging Material,1.000000,Pc(s)
B-PT07-MO35G/7,B-PT07-MO35G,KB-MOEBPR1-MO,Packaging Material,0.029410,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,KB-MOAR0-MO,Packaging Material,0.027780,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,DUS-HSRFPIVR0-MO,Packaging Material,1.000000,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,STIC-BHSRFPR0-MO,Packaging Material,1.000000,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,PUFF-HSRFPR0-MO,Packaging Material,1.000000,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,SHIF-HSRFPR0-MO,Packaging Material,1.000000,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,POT-HSRFPR0-MO,Packaging Material,1.000000,Pc(s)
B-HRFP-MO/2,B-HRFP-MO,CAPP-HSRFPR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,CONT-ICHLGCR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,CONT-RHLGCR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,CONT-HLGCR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,STIC-SHLGCR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,ISPO-HLGCR1-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,PUFF-HLGCR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,STIC-BHGCW41R0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,DUS-HLGCIVR1-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,STIC-VHGCW41R1-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,STIC-MOR0-MO,Packaging Material,1.000000,Pc(s)
CUS-HLGNW41-MO/6,CUS-HLGNW41-MO,KB-MOTWC3252-K150M12,Packaging Material,0.041670,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,STIC-BMKLC01R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,STIC-VMKLC01R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCA-OMG/10,L-MLCA-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,STIC-BMKLC02R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,STIC-VMKLC02R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCB-OMG/10,L-MLCB-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,STIC-BMKLC03R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,STIC-VMKLC03R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCC-OMG/10,L-MLCC-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,STIC-BMKLC04R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,STIC-VMKLC04R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCD-OMG/10,L-MLCD-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,STIC-BMKLC05R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,STIC-VMKLC05R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCE-OMG/10,L-MLCE-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,STIC-BMKLC06R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,STIC-VMKLC06R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCF-OMG/10,L-MLCF-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,STIC-BMKLC07R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,STIC-VMKLC07R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCG-OMG/10,L-MLCG-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,STIC-BMKLC08R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,STIC-VMKLC08R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCH-OMG/10,L-MLCH-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,STIC-BMKLC09R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,STIC-VMKLC09R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCI-OMG/10,L-MLCI-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,STIC-BMKLC10R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,STIC-VMKLC10R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCJ-OMG/10,L-MLCJ-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,STIC-BMKLC11R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,STIC-VMKLC11R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCK-OMG/11,L-MLCK-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,CAPA-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,BOTO-MKLCKIMR0-OMG,Packaging Material,1.000000,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,STIC-BMKLC12R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,DUS-MKLCR2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,STIC-VMKLC12R2-OMG,Packaging Material,1.000000,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,IBOX-RRPMKLCR2-OMG,Packaging Material,0.083330,Pc(s)
L-MLCL-OMG/10,L-MLCL-OMG,KB-NEONR0-OMG,Packaging Material,0.006940,Pc(s)
MY-LPTMCA-MO/2,MY-LPTMCA-MO,L-PTMCA-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMCA-MO/2,MY-LPTMCA-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMCA-MO/2,MY-LPTMCA-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMCB-MO/2,MY-LPTMCB-MO,L-PTMCB-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMCB-MO/2,MY-LPTMCB-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMCB-MO/2,MY-LPTMCB-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMCD-MO/2,MY-LPTMCD-MO,L-PTMCD-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMCD-MO/2,MY-LPTMCD-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMCD-MO/2,MY-LPTMCD-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC01-MO/2,MY-LPTMC01-MO,L-PTMC01-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC01-MO/2,MY-LPTMC01-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC01-MO/2,MY-LPTMC01-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC02-MO/2,MY-LPTMC02-MO,L-PTMC02-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC02-MO/2,MY-LPTMC02-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC02-MO/2,MY-LPTMC02-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC03-MO/2,MY-LPTMC03-MO,L-PTMC03-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC03-MO/2,MY-LPTMC03-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC03-MO/2,MY-LPTMC03-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC04-MO/2,MY-LPTMC04-MO,L-PTMC04-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC04-MO/2,MY-LPTMC04-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC04-MO/2,MY-LPTMC04-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC05-MO/2,MY-LPTMC05-MO,L-PTMC05-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC05-MO/2,MY-LPTMC05-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC05-MO/2,MY-LPTMC05-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC06-MO/2,MY-LPTMC06-MO,L-PTMC06-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC06-MO/2,MY-LPTMC06-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC06-MO/2,MY-LPTMC06-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC07-MO/2,MY-LPTMC07-MO,L-PTMC07-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC07-MO/2,MY-LPTMC07-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC07-MO/2,MY-LPTMC07-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMC08-MO/2,MY-LPTMC08-MO,L-PTMC08-MO,Finished Goods,1.000000,Pc(s)
MY-LPTMC08-MO/2,MY-LPTMC08-MO,STIC-PABR0-MOM,Packaging Material,1.000000,Pc(s)
MY-LPTMC08-MO/2,MY-LPTMC08-MO,KB-MOCC36R1-270CF,Packaging Material,0.007576,Pc(s)
MY-LPTMCC-MO/2,MY-LPTMCC-MO,L-PTMCC-MO,Finished Goods,1.000000,Pc(s)
